item_id	status	successor_location	evidence	rationale
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:25:VOXEL_ASSET_MEDIA_TYPE	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_ASSET_MEDIA_TYPE is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:28:VOXEL_ASSET_EXTENSION	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_ASSET_EXTENSION is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:31:VOXEL_PALETTE_UPDATE_MAX_REQUEST_BYTES	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_REQUEST_BYTES is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:34:VOXEL_PALETTE_UPDATE_MAX_SPARSE_RUNS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_SPARSE_RUNS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:37:VOXEL_PALETTE_UPDATE_MAX_REPRESENTED_VOXELS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_REPRESENTED_VOXELS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:40:VOXEL_PALETTE_UPDATE_MAX_MATERIAL_BINDINGS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_MATERIAL_BINDINGS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:43:VOXEL_PALETTE_UPDATE_MAX_PROVENANCE_REFS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_PROVENANCE_REFS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:46:VOXEL_PALETTE_UPDATE_MAX_EMBEDDED_DIAGNOSTICS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_EMBEDDED_DIAGNOSTICS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:49:VOXEL_PALETTE_UPDATE_MAX_STRING_BYTES	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_PALETTE_UPDATE_MAX_STRING_BYTES is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:52:VOXEL_ASSET_REPRESENTATION_KINDS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_ASSET_REPRESENTATION_KINDS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:55:VOXEL_ASSET_PROVENANCE_KINDS	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_ASSET_PROVENANCE_KINDS is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:64:VOXEL_ASSET_DIAGNOSTIC_CODES	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VOXEL_ASSET_DIAGNOSTIC_CODES is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:85:VoxelAssetRepresentationKind	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetRepresentationKind is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:90:as_str	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item as_str is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:100:VoxelAssetProvenanceKind	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetProvenanceKind is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:109:as_str	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item as_str is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:123:VoxelAssetDiagnosticCode	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetDiagnosticCode is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:142:as_str	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item as_str is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:165:VoxelAssetCoord	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetCoord is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:174:VoxelAssetBounds	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetBounds is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:182:VoxelAssetGrid	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetGrid is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:191:VoxelAssetMaterialBinding	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetMaterialBinding is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:202:VoxelAssetSparseRun	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetSparseRun is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:211:VoxelAssetRepresentation	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetRepresentation is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:219:VoxelAssetProvenanceRef	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetProvenanceRef is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:228:VoxelAssetAuthoringMetadata	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetAuthoringMetadata is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:237:VoxelAssetContentHashes	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetContentHashes is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:245:VoxelAssetDiagnostic	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetDiagnostic is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:255:VoxelAssetMaterialCount	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelAssetMaterialCount is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:263:VoxelVolumeAsset	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAsset is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:280:VoxelVolumeAssetExportRequest	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetExportRequest is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:294:VoxelVolumeAssetExportReceipt	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetExportReceipt is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:308:VoxelVolumeAssetSaveRequest	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetSaveRequest is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:321:VoxelVolumeAssetStoredDiff	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetStoredDiff is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:340:VoxelVolumeAssetSaveReceipt	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetSaveReceipt is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:355:VoxelVolumeAssetPaletteUpdateRequest	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetPaletteUpdateRequest is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:369:VoxelVolumeAssetPaletteStoredDiff	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetPaletteStoredDiff is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:385:VoxelVolumeAssetPaletteUpdateReceipt	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetPaletteUpdateReceipt is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:402:VoxelVolumeAuthoringInitializeRequest	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAuthoringInitializeRequest is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:415:VoxelVolumeAuthoringInitializeReceipt	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAuthoringInitializeReceipt is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:429:VoxelVolumeAssetLoadRequest	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetLoadRequest is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:440:VoxelVolumeAssetLoadReceipt	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetLoadReceipt is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:462:VoxelVolumeAssetUnloadRequest	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetUnloadRequest is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:472:VoxelVolumeAssetUnloadReceipt	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item VoxelVolumeAssetUnloadReceipt is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
test:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:vocabulary_tables_are_nonempty_and_unique	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item vocabulary_tables_are_nonempty_and_unique is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
test:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:enum_tables_match_public_strings	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item enum_tables_match_public_strings is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
test:engine-rs/crates/protocol/protocol-voxel-asset/src/lib.rs:authoring_initialize_request_and_receipt_round_trip	adapted	rust/crates/voxel-asset/src/asset.rs rust/crates/voxel-asset/src/codec.rs rust/crates/voxel-asset/src/palette.rs	rust/crates/voxel-asset/tests/voxel_asset.rs	Item authoring_initialize_request_and_receipt_round_trip is explicitly adapted. Sparse assets, catalog material bindings, source mappings, provenance, independent voxel/content hashes, bounded palette replacement, and classified validation remain; Asha media types, ProjectBundle paths, runtime-session load/unload receipts, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-conversion/src/lib.rs:22:VOXEL_CONVERSION_MODES	adapted	rust/crates/voxel-convert/src/source.rs rust/crates/voxel-convert/src/planning.rs rust/crates/voxel-convert/src/material.rs rust/crates/voxel-convert/src/query.rs	rust/crates/voxel-convert/tests/conversion_authority.rs	Item VOXEL_CONVERSION_MODES is explicitly adapted. Source identities and metadata, plan/preview/apply requests and receipts, texture sampling, fit/origin/transform settings, and bounded model info/window readouts remain as strict serde models; evidence artifacts, global diagnostic tables, runtime dispatch, session hashes, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-conversion/src/lib.rs:25:VOXEL_CONVERSION_MESH_SOURCE_FORMATS	adapted	rust/crates/voxel-convert/src/source.rs rust/crates/voxel-convert/src/planning.rs rust/crates/voxel-convert/src/material.rs rust/crates/voxel-convert/src/query.rs	rust/crates/voxel-convert/tests/conversion_authority.rs	Item VOXEL_CONVERSION_MESH_SOURCE_FORMATS is explicitly adapted. Source identities and metadata, plan/preview/apply requests and receipts, texture sampling, fit/origin/transform settings, and bounded model info/window readouts remain as strict serde models; evidence artifacts, global diagnostic tables, runtime dispatch, session hashes, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-conversion/src/lib.rs:28:VOXEL_CONVERSION_MESH_IMPORT_MAX_SOURCE_BYTES	adapted	rust/crates/voxel-convert/src/source.rs rust/crates/voxel-convert/src/planning.rs rust/crates/voxel-convert/src/material.rs rust/crates/voxel-convert/src/query.rs	rust/crates/voxel-convert/tests/conversion_authority.rs	Item VOXEL_CONVERSION_MESH_IMPORT_MAX_SOURCE_BYTES is explicitly adapted. Source identities and metadata, plan/preview/apply requests and receipts, texture sampling, fit/origin/transform settings, and bounded model info/window readouts remain as strict serde models; evidence artifacts, global diagnostic tables, runtime dispatch, session hashes, and replay hashes are obsolete.
api:engine-rs/crates/protocol/protocol-voxel-conversion/src/lib.rs:32:VOXEL_CONVERSION_MESH_IMPORT_MAX_REQUEST_BYTES	adapted	rust/crates/voxel-convert/src/source.rs rust/crates/voxel-convert/src/planning.rs rust/crates/voxel-convert/src/material.rs rust/crates/voxel-convert/src/query.rs	rust/crates/voxel-convert/tests/conversion_authority.rs	Item VOXEL_CONVERSION_MESH_IMPORT_MAX_REQUEST_BYTES is explicitly adapted. Source identities and metadata, plan/preview/apply requests and receipts, texture sampling, fit/origin/transform settings, and bounded model info/window readouts remain as strict serde models; evidence artifacts, global diagnostic tables, runtime dispatch, session hashes, and replay hashes are obsolete.
