item_id	kind	donor_path	status	capability	successor_evidence	rationale
api:ts/packages/render-projection/src/retained-projection.ts:302:method_RenderProjection.pickMesh	api	ts/packages/render-projection/src/retained-projection.ts	adapted	retained-projection	rust/crates/render-projection/src/retained.rs render/packages/render-projection/src/retained-projection.test.ts	Exact donor api method:RenderProjection.pickMesh is explicitly adapted under retained-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/render-projection/src/retained-projection.ts:310:method_RenderProjection.pickSprite	api	ts/packages/render-projection/src/retained-projection.ts	adapted	retained-projection	rust/crates/render-projection/src/retained.rs render/packages/render-projection/src/retained-projection.test.ts	Exact donor api method:RenderProjection.pickSprite is explicitly adapted under retained-projection. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:10:type_AshaRendererHostDiagnosticCode	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api type:AshaRendererHostDiagnosticCode is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:21:interface_AshaRendererHostDiagnostic	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererHostDiagnostic is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:28:class_AshaRendererHostError	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api class:AshaRendererHostError is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:29:property_AshaRendererHostError.diagnostics	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api property:AshaRendererHostError.diagnostics is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:31:method_AshaRendererHostError.constructor	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaRendererHostError.constructor is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:38:interface_AshaRendererAnimatedMeshResourceDescriptor	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshResourceDescriptor is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:46:interface_AshaRendererAnimatedMeshResourceManifest	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshResourceManifest is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:51:type_AshaRendererAnimatedMeshResourceResolver	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api type:AshaRendererAnimatedMeshResourceResolver is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:55:const_ASHA_RENDERER_HOST_KENNEY_ANIMATED_MESH_RESOURCE	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api const:ASHA_RENDERER_HOST_KENNEY_ANIMATED_MESH_RESOURCE is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:63:const_ASHA_RENDERER_HOST_ANIMATED_MESH_FIXTURE_MANIFEST	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api const:ASHA_RENDERER_HOST_ANIMATED_MESH_FIXTURE_MANIFEST is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:68:interface_AshaRendererAnimatedMeshFrameReceipt	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshFrameReceipt is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:73:interface_AshaRendererAnimatedMeshPoseSample	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshPoseSample is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:83:interface_AshaRendererAnimatedMeshPlaybackReadout	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshPlaybackReadout is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:102:interface_AshaRendererAnimatedMeshProjection	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshProjection is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:117:interface_AshaRendererAnimationControllerClip	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimationControllerClip is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:123:interface_AshaRendererAnimatedMeshProjectionOptions	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaRendererAnimatedMeshProjectionOptions is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:128:function_createAshaRendererAnimatedMeshProjection	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api function:createAshaRendererAnimatedMeshProjection is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:136:function_loadRendererAnimatedMeshSource	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api function:loadRendererAnimatedMeshSource is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animated-mesh-host.ts:170:function_animationPlaybackReadout	api	ts/packages/renderer-host/src/animated-mesh-host.ts	adapted	animated-meshes	render/packages/renderer-host/src/animated-mesh-host.ts render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api function:animationPlaybackReadout is explicitly adapted under animated-meshes. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/animation-host.test.ts:146:G1_controller_sequence_drives_deterministic_renderer-local_blend_and_smooth_sampling	test	ts/packages/renderer-host/src/animation-host.test.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test G1 controller sequence drives deterministic renderer-local blend and smooth sampling is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/animation-host.test.ts:235:animation_host_isolates_missing_targets_and_clips_with_origin-preserving_diagnostics	test	ts/packages/renderer-host/src/animation-host.test.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test animation host isolates missing targets and clips with origin-preserving diagnostics is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/animation-host.test.ts:272:missing_animation_host_degrades_after_scene_application_without_authority_callbacks	test	ts/packages/renderer-host/src/animation-host.test.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test missing animation host degrades after scene application without authority callbacks is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:19:type_AshaAnimationCueSignalDomain	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api type:AshaAnimationCueSignalDomain is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:21:interface_AshaAnimationClipCueDefinition	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAnimationClipCueDefinition is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:32:interface_AshaAnimationSampledCue	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAnimationSampledCue is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:47:interface_AshaAnimationHostOptions	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAnimationHostOptions is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:51:interface_AshaAnimationFrameReceipt	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAnimationFrameReceipt is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:78:class_AshaAnimationHost	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api class:AshaAnimationHost is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:86:method_AshaAnimationHost.constructor	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAnimationHost.constructor is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:94:method_AshaAnimationHost.applyPresentation	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAnimationHost.applyPresentation is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:112:method_AshaAnimationHost.advance	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAnimationHost.advance is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:157:method_AshaAnimationHost.readout	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAnimationHost.readout is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/animation-host.ts:166:method_AshaAnimationHost.cleanup	api	ts/packages/renderer-host/src/animation-host.ts	adapted	animation-host	render/packages/renderer-host/src/animation-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAnimationHost.cleanup is explicitly adapted under animation-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:207:Web_Audio_host_emits_catalog-hash-bound_3D_cues_and_caches_decoded_clips	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test Web Audio host emits catalog-hash-bound 3D cues and caches decoded clips is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:259:retained_2D_3D_sources_create_update_destroy_and_clean_up_independently	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test retained 2D/3D sources create update destroy and clean up independently is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:294:retained_entity-attached_audio_follows_scene_movement_without_descriptor_updates	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test retained entity-attached audio follows scene movement without descriptor updates is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:341:missing_audio_host_degrades_after_scene_application_with_origin_diagnostics	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test missing audio host degrades after scene application with origin diagnostics is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:363:audio_host_hashes_resolved_bytes_before_decode_and_reports_catalog_drift	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test audio host hashes resolved bytes before decode and reports catalog drift is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:390:audio_host_accepts_a_manifest-native_FNV_content_hash	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test audio host accepts a manifest-native FNV content hash is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:412:missing_audio_resources_fail_locally_with_origin-preserving_diagnostics	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test missing audio resources fail locally with origin-preserving diagnostics is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/audio-host.test.ts:435:blocked_AudioContext_and_malformed_frame_return_explicit_failures	test	ts/packages/renderer-host/src/audio-host.test.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test blocked AudioContext and malformed frame return explicit failures is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:27:interface_AshaAudioResource	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAudioResource is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:32:type_AshaAudioResourceResolver	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api type:AshaAudioResourceResolver is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:33:type_AshaAudioEntityPositionResolver	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api type:AshaAudioEntityPositionResolver is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:86:interface_AshaAudioContext	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAudioContext is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:100:interface_AshaAudioHostOptions	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAudioHostOptions is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:106:interface_AshaAudioListenerPose	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAudioListenerPose is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:112:interface_AshaAudioFrameReceipt	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api interface:AshaAudioFrameReceipt is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:130:class_AshaAudioHost	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api class:AshaAudioHost is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:143:method_AshaAudioHost.constructor	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.constructor is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:156:method_AshaAudioHost.resume	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.resume is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:174:method_AshaAudioHost.updateListener	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.updateListener is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:185:method_AshaAudioHost.applyPresentation	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.applyPresentation is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:209:method_AshaAudioHost.readout	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.readout is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:218:method_AshaAudioHost.refreshLayout	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.refreshLayout is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:244:method_AshaAudioHost.dispose	api	ts/packages/renderer-host/src/audio-host.ts	adapted	audio-host	render/packages/renderer-host/src/audio-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor api method:AshaAudioHost.dispose is explicitly adapted under audio-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:424:interface_AshaRuntimeProjectionApplicationPorts	api	ts/packages/renderer-host/src/audio-host.ts	adapted	presentation-host-set	render/packages/renderer-host/src/presentation-host-set.ts render/packages/renderer-host/src/animation-host.test.ts render/packages/renderer-host/src/audio-host.test.ts render/packages/renderer-host/src/billboard-host.test.ts render/packages/renderer-host/src/particle-host.test.ts render/packages/renderer-host/src/telemetry-host.test.ts	Exact donor api interface:AshaRuntimeProjectionApplicationPorts is explicitly adapted under presentation-host-set. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:433:interface_AshaRuntimeProjectionApplicationReceipt	api	ts/packages/renderer-host/src/audio-host.ts	adapted	presentation-host-set	render/packages/renderer-host/src/presentation-host-set.ts render/packages/renderer-host/src/animation-host.test.ts render/packages/renderer-host/src/audio-host.test.ts render/packages/renderer-host/src/billboard-host.test.ts render/packages/renderer-host/src/particle-host.test.ts render/packages/renderer-host/src/telemetry-host.test.ts	Exact donor api interface:AshaRuntimeProjectionApplicationReceipt is explicitly adapted under presentation-host-set. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:443:function_applyAshaRuntimeProjectionFrame	api	ts/packages/renderer-host/src/audio-host.ts	adapted	presentation-host-set	render/packages/renderer-host/src/presentation-host-set.ts render/packages/renderer-host/src/animation-host.test.ts render/packages/renderer-host/src/audio-host.test.ts render/packages/renderer-host/src/billboard-host.test.ts render/packages/renderer-host/src/particle-host.test.ts render/packages/renderer-host/src/telemetry-host.test.ts	Exact donor api function:applyAshaRuntimeProjectionFrame is explicitly adapted under presentation-host-set. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
api:ts/packages/renderer-host/src/audio-host.ts:748:function_validateRuntimeProjectionFrame	api	ts/packages/renderer-host/src/audio-host.ts	adapted	presentation-host-set	render/packages/renderer-host/src/presentation-host-set.ts render/packages/renderer-host/src/animation-host.test.ts render/packages/renderer-host/src/audio-host.test.ts render/packages/renderer-host/src/billboard-host.test.ts render/packages/renderer-host/src/particle-host.test.ts render/packages/renderer-host/src/telemetry-host.test.ts	Exact donor api function:validateRuntimeProjectionFrame is explicitly adapted under presentation-host-set. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/billboard-host.test.ts:101:billboard_host_creates_updates_localizes_lays_out_and_destroys_multiple_entity_cues	test	ts/packages/renderer-host/src/billboard-host.test.ts	adapted	billboard-host	render/packages/renderer-host/src/billboard-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test billboard host creates updates localizes lays out and destroys multiple entity cues is explicitly adapted under billboard-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
test:ts/packages/renderer-host/src/billboard-host.test.ts:157:billboard_layers_and_distance_culling_are_renderer-owned_and_do_not_alter_descriptors	test	ts/packages/renderer-host/src/billboard-host.test.ts	adapted	billboard-host	render/packages/renderer-host/src/billboard-host.test.ts render/browser/renderer.browser.spec.ts	Exact donor test billboard layers and distance culling are renderer-owned and do not alter descriptors is explicitly adapted under billboard-host. The linked successor evidence implements or tests the behavior without restoring the donor runtime, replay, or catalog spine.
